RAZAO SOCIAL;Nome para Indicador
ROD CAR - RCG INDUSTRIA METALURGICA LTDA.;RCG INDUSTRIA METALURGICA LTDA
RODIONE - RODIONE DAS GRAÇAS PAVON SILVA - ME;RODIONE DAS GRAÇAS PAVON SILVA
RODOLUX TRANSPORTES EIRELI;RODOLUX TRANSPORTES EIRELI
RODONERY TRANSPORTES LTDA ;RODONERY TRANSPORTES LTDA 
RODOPARANA - RODOPARANA IMPLEMENTOS RODOVIARIOS;RODOPARANA IMPLEMENTOS RODOVIARIOS LTDA
RODOPARANA - RODOPARANA IMPLEMENTOS RODOVIARIOS LTDA;RODOPARANA IMPLEMENTOS RODOVIARIOS LTDA
RODOPARANA IMPLEMENTOS RODOVIARIOS LTDA;RODOPARANA IMPLEMENTOS RODOVIARIOS LTDA
RODOTECNICA - INDUSTRIA DE IMPLEMENTOS RODOVIARIOS LTDA.;RODOTECNICA - INDUSTRIA DE IMPLEMENTOS RODOVIARIOS LTDA.
RODRIGO MAKOTO TAKAHASHI;RODRIGO MAKOTO TAKAHASHI
RODRIMAR - RODRIMAR S/A TRANSP EQ INDS E ARM GERAIS;RODRIMAR S/A TRANSP EQ INDS E ARM GERAIS
RODRIMAR INTERNATIONAL DO BRASIL;RODRIMAR INTERNATIONAL DO BRASIL
ROGERIA APARECIDA CARDOSO - EPP;ROGERIA APARECIDA CARDOSO - EPP
ROHM AND HASS - ROHM AND HAAS QUIMICA LTDA.;ROHM AND HASS - ROHM AND HAAS QUIMICA LTDA.
ROHM IND E C DE F DE F LTDA;ROHM IND E C DE F DE F LTDA
ROHM IND E C DE F DE F LTDA - ROHM INDUSTRIA E COMERCIO DE FERRAMENTAS DE FIXACAO LTD;ROHM IND E C DE F DE F LTDA
ROLLS-ROYCE SOLUTIONS BRASIL LTDA.;ROLLS-ROYCE SOLUTIONS BRASIL LTDA.
ROMAC TECNICA DE MAQUINAS E EQUIPAMENTOS LTDA ;ROMAC TECNICA DE MAQUINAS
ROMAR F MANN & CIA. LTDA;ROMAR F MANN & CIA. LTDA
ROMI - INDUSTRIAS ROMI S A;INDUSTRIAS ROMI S A
ROQUETTE BRASIL   - ITACEL FARMOQUIMICA LTDA.  ;ITACEL FARMOQUIMICA LTDA
ROSE PLASTIC - ROSE PLASTIC BRASIL EMBALAGENS PLASTICAS LTDA.;ROSE PLASTIC BRASIL RASETEC EMBALAGENS PLASTICAS S/A
ROSE PLASTIC - ROSE PLASTIC BRASIL RASETEC EMBALAGENS PLASTICAS S/A;ROSE PLASTIC BRASIL RASETEC EMBALAGENS PLASTICAS S/A
ROSENBRA ENGENHARIA BRASIL LTDA;ROSENBRA ENGENHARIA BRASIL LTDA
ROSSET & CIA - ROSSET & CIA LTDA;ROSSET & CIA LTDA
ROSSET & CIA LTDA;ROSSET & CIA LTDA
ROSSET E CIA - ROSSET E CIA LTDA;ROSSET & CIA LTDA
ROSSET E CIA LTDA;ROSSET & CIA LTDA
ROTAREX - ROTAREX BRASIL LTDA;ROTAREX BRASIL LTDA
ROTHENBERGER DO BRASIL LTDA;ROTHENBERGER DO BRASIL LTDA
ROTOPLASTYC - ROTOPLASTYC INDUSTRIAS DE ROTOMOLDADOS LTDA;ROTOPLASTYC INDUSTRIAS DE ROTOMOLDADOS LTDA
ROTTA - INDUSTRIA DE MOVEIS ROTTA LTDA;ROTTA COMERCIAL LTDA
ROTTA COMERCIAL LTDA;ROTTA COMERCIAL LTDA
ROYAL GALLERY BRA COMER DE MARMORES E GRANITOS LTDA - EPP ;ROYAL GALLERY BRA COMER DE MARMORES E GRANITOS LTDA - EPP 
ROYALL DIAMOND FERRAMENTAS DIAMANTADAS;ROYALL DIAMOND FERRAMENTAS DIAMANTADAS
RS TRANSPORTES;RS TRANSPORTES
RTL - RN TRANSPORTES E LOGISTICA LTDA;RTL - RN TRANSPORTES E LOGISTICA LTDA
RUBBERON INDUSTRIA, COMERCIO E IMP;RUBBERON INDUSTRIA, COMERCIO E IMP
RUD CORRENTES INDUSTRIAIS LTDA;RUD CORRENTES INDUSTRIAIS LTDA
RUDNIK - RUDNIK COMERCIO DE PRODUTOS QUIMICOS LTDA;RUDNIK - RUDNIK COMERCIO DE PRODUTOS QUIMICOS LTDA
RUDOLPH USINADOS AS;RUDOLPH USINADOS
RUETTE SPICES - RUETTE SPICES LTDA;RUETTE SPICES LTDA
S GOUVEA  - SONIA REGINA GOUVEA NIETO EQUIPAMENTOS - EPP;S GOUVEA  - SONIA REGINA GOUVEA NIETO EQUIPAMENTOS - EPP
S&P BRASIL VENTILACAO LTDA.;S&PBRASIL VENTILACAO LTDA
S&PBRASIL VENTILACAO LTDA.;S&PBRASIL VENTILACAO LTDA
S&PBRASIL VENTILACAO LTDA. - S&P BRASIL VENTILACAO LTDA.;S&PBRASIL VENTILACAO LTDA
S. S. ACRE COMERCIO LTDA - ME;S. S. ACRE COMERCIO LTDA - ME
S.D.V. - SDV BRASIL LTDA;SDV BRASIL LTDA
S.I. GROUP - SI GROUP CRIOS RESINAS S.A;SI GROUP CRIOS RESINAS S.A
S.M. - SM INDUSTRIA E COMERCIO LTDA;SM INDUSTRIA E COMERCIO LTDA
S.M.R. AUTOMOTIVE - SMR AUTOMOTIVE BRASIL LTDA;S.M.R. AUTOMOTIVE - SMR AUTOMOTIVE BRASIL LTDA
S.M.R. AUTOMOTIVE - SMR AUTOMOTIVE BRASIL LTDA.;S.M.R. AUTOMOTIVE - SMR AUTOMOTIVE BRASIL LTDA
S.P.F. - SPF DO BRASIL INDUSTRIA E COMERCIO LTDA;SPF DO BRASIL INDUSTRIA E COMERCIO LTDA
SAACKE DO BRASIL LTDA;SAACKE DO BRASIL LTDA
SAARGUMMI - SAARGUMMI DO BRASIL LTDA;SAARGUMMI - SAARGUMMI DO BRASIL LTDA
SABAF DO BRASIL LTDA;SABAF DO BRASIL LTDA
SABAGRAM GROUP;SABAGRAM GROUP
SABAGRAM GROUP - SABAGRAM -SABADINE GRANITOS E MARMORES LTDA;SABAGRAM GROUP
SABARA - SABARA QUIMICOS E INGREDIENTES S/A;SABARA - SABARA QUIMICOS E INGREDIENTES S/A
SABIC INNOVTIVE - SABIC INNOVATIVE PLASTICS SOUTH AMERICA - INDUSTRIA E C;SABIC INNOVTIVE
SABÓ - SABÓ INDUSTRIA E COMERCIO AUTOPEÇAS LTDA;SABÓ INDUSTRIA E COMERCIO AUTOPEÇAS LTDA
SABÓ - SABO INDUSTRIA E COMERCIO DE AUTOPECAS S.A.;SABÓ INDUSTRIA E COMERCIO AUTOPEÇAS LTDA
SABO INDUSTRIA E COMERCIO DE AUTOPECAS S.A.;SABÓ INDUSTRIA E COMERCIO AUTOPEÇAS LTDA
SACIS - SOLUCOES AMBIE COM INOVA E SUSTEN - SACIS - LTDA. - ME;SACIS - SOLUCOES AMBIE COM INOVA E SUSTEN - SACIS - LTDA. - ME
SADIA - BRF S.A.;BRF S.A.
SAF DO BRASIL PRODUTOS ALIMENTICIOS LTDA;SAF DO BRASIL PRODUTOS ALIMENTICIOS LTDA
SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO BRASIL LTDA - SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO BRASI;SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO BRASI
SAGEMCOM BRASIL COMUNICACOES LTDA;SAGEMCOM BRASIL COMUNICACOES LTDA
SAGRES - SAGRES AGENCIAMENTOS MARITIMOS LTDA;SAGRES AGENCIAMENTOS MARÍTIMOS LTDA
SAGRES AGENCIAMENTOS MARITIMOS LTDA;SAGRES AGENCIAMENTOS MARÍTIMOS LTDA
SAGRES AGENCIAMENTOS MARÍTIMOS LTDA;SAGRES AGENCIAMENTOS MARÍTIMOS LTDA
SAINT GOBAIN  - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA   ;SAINT GOBAIN
SAINT GOBAIN - SAINT-GOBAIN DO BRASIL PRODUTOS INDUST E PARA CONSTRUÇÃO LTD;SAINT GOBAIN
SAINT GOBAIN - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT GOBAIN BRASILITI - SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT GOBAIN CERAMICS & PLASTICS LTDA;SAINT GOBAIN
SAINT GOBAIN DO BRAISL - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT GOBAIN DO BRASIL  - SAINT GOBAIN DO BRASIL  PRODUTOS INDUSTRIAIS;SAINT GOBAIN
SAINT GOBAIN DO BRASIL  - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT GOBAIN DO BRASIL DIVISAO CERAMICAS E PLASTICOS  - SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA   ;SAINT GOBAIN
SAINT-GOBAIN  - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT-GOBAIN DO BRASIL - DIVISAO CERAMICAS & PLASTICOS  - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA   ;SAINT GOBAIN
SAINT-GOBAIN DO BRASIL - SAINT-GOBAIN DO BRASIL PRO IND PARA CONST LTDA;SAINT GOBAIN
SAINT-GOBAIN DO BRASIL PROD INDST E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA   ;SAINT GOBAIN
SALAMANDER SISTEMAS DE PORTAS E JANELAS;SALAMANDER SISTEMAS DE PORTAS E JANELAS
SALCO LOGISTICS    - SALCO BRASIL LOGÍSTICA LTDA;SALCO LOGISTICS
SALVAT - EDITORA SALVAT DO BRASIL LTDA;SALVAT - EDITORA SALVAT DO BRASIL LTDA
SAMBAZON DO BRASIL AGROINDUSTRIAL LTDA;SAMBAZON DO BRASIL AGROINDUSTRIAL LTDA
SAMOT - INDUSTRIA MECANICA SAMOT LTDA;INDUSTRIA MECANICA SAMOT LTDA
SAMPAIO B COM, IMP E EXP LTDA - ME;SAMPAIO B COM, IMP E EXP LTDA - ME
SAMPEL - SAMPEL INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA;SAMPEL INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA
SAMSON CONTROL LTDA;SAMSON CONTROL LTDA
SAMSUNG - SAMSUNG ELETRONICA DA AMAZONIA LTDA;SAMSUNG ELETRÔNICA DA AMAZONIA
SAMSUNG - SAMSUNG ELETRÔNICA DA AMAZONIA LTDA;SAMSUNG ELETRÔNICA DA AMAZONIA
SAN FERNANDO - SAN FERNANDO COMERCIO IMPORTAÇÃO E EXPORTAÇÃO EIRELLI - EPP;SAN FERNANDO COMERCIO IMPORTAÇÃO E EXPORTAÇÃO EIRELLI - EPP
SANCHEZ CANO - SANCHEZ CANO LTDA;SANCHEZ CANO LTDA
SANDOZ - SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.;SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.  
SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.  ;SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.  
SANDVIK - SANDVIK DO BRASIL S/A - INDUSTRIA E COMERCIO;SANDVIK DO BRASIL S/A
SANDVIK - SANDVIK DO BRASIL S/A . INDUSTRIA E COMERCIO;SANDVIK DO BRASIL S/A
SANDVIK - SANDVIK MGS S.A.;SANDVIK DO BRASIL S/A
SANDVIK GROUP  - DORMER PRAMET SOLUCOES PARA USINAGEM LTDA;SANDVIK DO BRASIL S/A
SANDVIK GROUP  - DORMER TOOLS S/A;SANDVIK DO BRASIL S/A
SANDVIK GROUP  - DORMER TOOLS SA;SANDVIK DO BRASIL S/A
SANDVIK GROUP - SMT - SANDVIK MATERIALS TECHNOLOGY DO BRASIL INDUSTRIA E COMERCIO LTDA   ;SANDVIK DO BRASIL S/A
SANKO-ESPUMAS INDUSTRIA E COMERCIO LTDA;SANKO-ESPUMAS INDUSTRIA E COMERCIO LTDA
SANOFI AVENTIS - SANOFI AVENTIS FARMACEUTICA LTDA;SANOFI AVENTIS FARMACEUTICA LTDA
SANOFI AVENTIS - SANOFI-AVENTIS FARMACEUTICA LTDA;SANOFI AVENTIS FARMACEUTICA LTDA
SANOFI MEDLEY FARMACEUTICA LTDA;MEDLEY FARMACÊUTICA LTDA
SANOVIE INTERNATIONAL TRADE EIRELI;SANOVIE INTERNATIONAL TRADE EIRELI
SANREMO S.A;SANREMO S.A
SANTA MARIA CIA DE PAPEL E CELULOSE;SANTA MARIA CIA DE PAPEL
SANTA ROSA - SANTA ROSA EMBALAGENS FLEXIVEIS LTDA;SANTA ROSA EMBALAGENS FLEXIVEIS LTDA
SANTA VITORIA ACUCAR E ALCOOL LTDA;SANTA VITORIA ACUCAR E ALCOOL LTDA
SANTACONSTANCIA TECELAGEM LTD;SANTACONSTANCIA TECELAGEM LTD
SANTANA TEXTIL S/A;SANTANA TEXTIL S/A
SANTISTA TEXTIL LTDA;SANTANA TEXTIL S/A
SANTO ANTONIO - SANTO ANTONIO GRANITOS LTDA;SANTO ANTONIO - SANTO ANTONIO GRANITOS LTDA
SANTO ANTONIO GRANITOS LTDA;SANTO ANTONIO GRANITOS LTDA
SANTOS & SGODA LTDA  - ME;SANTOS & SGODA LTDA  - ME
SANTOS BRASIL - SANTOS BRASIL PARTICIPAÇÕES S/A ;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL LOGISTICA S.A.;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL LOGÍSTICA S/A;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL LOGISTICA S/A - NOVA LOGISTICA S.A.;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL LOGISTICA S/A - SANTOS BRASIL LOGiSTICA S/A;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL PARTICIPACOES - SANTOS BRASIL PARTICIPACOES S.A.;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL PARTICIPACOES S/A;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANTOS BRASIL PARTICIPACOES S/A - SANTOS BRASIL PARTICIPACOES S.A.;SANTOS BRASIL PARTICIPAÇÕES S/A 
SANWEY INDUSTRIA DE CONTAINERS LTDA ;SANWEY INDUSTRIA DE CONTAINERS LTDA 
SANZ CLIMA  - PEDRO SANZ CLIMA LTDA.;PEDRO SANZ CLIMA LTDA.
SARENS BRASIL - SARENS BR L DE EQ P CONST LTDA.;SARENS BR L DE EQ P CONST LTDA
SARFAM INDUSTRIA COMERCIO E IMPORTACAO LTDA;SARFAM INDUSTRIA COMERCIO E IMPORTACAO LTDA
SAUER DO BRASIL - SAUER DO BRASIL INDÚSTRIA COMÉRCIO;SAUER DO BRASIL INDÚSTRIA COMÉRCIO
SAUVET INDUSTRIA FARMACEUTICA E VETERINARIA LTDA;SAUVET INDUSTRIA FARMACEUTICA E VETERINARIA LTDA
SAVINO DEL BENE DO BRASIL LTDA.;SAVINO DEL BENE DO BRASIL LTDA.
SAVINO DEL BENE DO BRASIL LTDA. - SAVINO DEL BENE DO BRASIL LTDA;SAVINO DEL BENE DO BRASIL LTDA.
SAVIXX COMERCIO INTERNACIONAL S/A  ;SAVIXX COMERCIO INTERNACIONAL S/A  
SAVOY INDUSTRIA DE COSMETICOS S.A.;SAVOY INDUSTRIA DE COSMETICOS
SBIB HOSPITAL ALBERT EINSTEIN;SBIB HOSPITAL ALBERT EINSTEIN
SBS - SERVICOS BRA DE SUPRIM, COMER E IMPOR LTDA;SERVICOS BRA DE SUPRIM, COMER E IMPOR LTDA
SCANIA - SCANIA LATIN AMERICA LTDA;SCANIA LATIN AMERICA LTDA
SCANIA LATIN AMERICA LTDA;SCANIA LATIN AMERICA LTDA
SCANSYSTEM - SCANSYSTEM LTDA;SCANSYSTEM LTDA
SCARPIM FERRAMENTAS LTDA;SCARPIM FERRAMENTAS
SCHADEK - METALURGICA SCHADEK LTDA;METALURGICA SCHADEK LTDA
SCHAEFFLER BRASIL LTDA;SCHAEFFLER BRASIL LTDA.
SCHAEFFLER BRASIL LTDA - SCHAEFFLER BRASIL LTDA.;SCHAEFFLER BRASIL LTDA.
SCHAEFFLER BRASIL LTDA.;SCHAEFFLER BRASIL LTDA.
SCHATTDECOR - SCHATTDECOR DO BRASIL INDUSTRIA E COMERCIO LTDA;SCHATTDECOR DO BRASIL INDUSTRIA E COMERCIO LTDA
SCHENCK PR - SCHENCK PROCESS EQUIPAMENTOS INDUSTRIAIS LTDA;SCHENCK PR - SCHENCK PROCESS EQUIPAMENTOS INDUSTRIAIS LTDA
SCHENKER  - SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;SCHENKER DO BRASIL
SCHENKER - SCHENKER DO BRASIL TRANSP INTERN LTDA;SCHENKER DO BRASIL
SCHENKER - SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA;SCHENKER DO BRASIL
SCHENKER - SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA ;SCHENKER DO BRASIL
SCHENKER DO BRASIL - SCHENKER DO BRASIL TRANSP INTERN LTDA;SCHENKER DO BRASIL
SCHENKER DO BRASIL - SCHENKER DO BRASIL TRANSPORTES INT. LTDA;SCHENKER DO BRASIL
SCHENKER DO BRASIL TRANSPORTES INT LTDA;SCHENKER DO BRASIL
SCHENKER DO BRASIL TRANSPORTES INTERNACIONAIS LTDA - SCHENKER DO BRASIL TRANSP INTERN LTDA;SCHENKER DO BRASIL
SCHERDEL DO BRASIL - SCHERDEL DO BRASIL LTDA;SCHERDEL DO BRASIL - SCHERDEL DO BRASIL LTDA
SCHINCARIOL - HNK BR INDUSTRIA DE BEBIDAS LTDA.;SCHINCARIOL - HNK BR INDUSTRIA DE BEBIDAS LTDA.
SCHINDLER - ELEVADORES ATLAS SCHINDLER LTDA.;SCHINDLER - ELEVADORES ATLAS SCHINDLER S/A.
SCHINDLER - ELEVADORES ATLAS SCHINDLER S/A.;SCHINDLER - ELEVADORES ATLAS SCHINDLER S/A.
SCHLUMBERGER SERVICOS DE PETROLEO LTDA;SCHLUMBERGER SERVICOS DE PETROLEO LTDA
SCHOBELL -  SCHOBELL INDUSTRIAL LTDA;SCHOBELL INDUSTRIAL LTDA
SCHOBELL - SCHOBELL INDUSTRIAL LTDA;SCHOBELL INDUSTRIAL LTDA
SCHOTT BRASIL - SCHOTT BRASIL LTDA;SCHOTT BRASIL - SCHOTT BRASIL LTDA
SCHOTT FIAT GLASS - SCHOTT FIAT GLASS DO BRASIL LTDA;SCHOTT FIAT GLASS DO BRASIL LTDA
SCHOTT FLAT GLASS DO BRASIL LTDA  - SCHOTT FLAT GLASS DO BRASIL LTDA;SCHOTT FIAT GLASS DO BRASIL LTDA
SCHOTT PHARMA BRASIL LTDA DIVISAO EMBALAGENS  - SCHOTT PHARMA BRASIL LTDA;SCHOTT FIAT GLASS DO BRASIL LTDA
SCHOTT TECHNOLOGIES BRASIL LTDA;SCHOTT TECHNOLOGIES BRASIL LTDA
SCHRYVER - SCHRYVER DO BRASIL AG DE CARGAS LTDA;SCHRYVER DO BRASIL AG DE CARGAS LTDA
SCHULZ - SCHULZ S/A;SCHULZ S/A
SCHUNK - SCHUNK DO BRASIL SINTERIZADOS E ELETROGRAFITES LTDA;SCHUNK DO BRASIL SINTERIZADOS E ELETROGRAFITES LTDA
SCHUNK DO BRASIL - SCHUNK DO BRASIL ELETROGRAFITES LTDA;SCHUNK DO BRASIL SINTERIZADOS E ELETROGRAFITES LTDA
SCHUNK DO BRASIL - SCHUNK DO BRASIL ELETROGRAFITES LTDA.;SCHUNK DO BRASIL SINTERIZADOS E ELETROGRAFITES LTDA
SCHWAN COSMETICS DO BRASIL LTDA;SCHWAN COSMETICS DO BRASIL LTDA
SCHWING - SCHWING EQUIPAMENTOS INDUSTRIAIS LTDA;SCHWING EQUIPAMENTOS INDUSTRIAIS LTDA
SCI LUMMEX MEDICAL DEVICES;SCI LUMMEX MEDICAL
SCITEC SOLUCOES EM ENSAIOS DE MATERIAIS E PRODUTOS LTDA;SCITEC SOLUCOES EM ENSAIOS DE MATERIAIS
SCJ POLIMENTO DE METAIS;SCJ POLIMENTO DE METAIS
SDX LOGISTICA  - SDX LOGISTICA EIRELI;SDX LOGISTICA EIRELI
SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS LTDA;SEAL SERVICOS DE AGENCIAMENTOS LOGISTICOS 
SEALINE - SEALINE COMERCIO DE CERAMICAS ESPECIAIS LTDA EPP;SEALINE COMERCIO DE CERAMICAS ESPECIAIS LTDA EPP
SEB DO BRASIL PRODUTOS DOMESTICOS LTDA;SEB DO BRASIL PRODUTOS DOMESTICOS LTDA
SEB DO BRASIL PRODUTOS DOMESTICOS LTDA ;SEB DO BRASIL PRODUTOS DOMESTICOS LTDA
SECALUX COMERCIO E INDUSTRIA LTDA;SECALUX COMERCIO E INDUSTRIA LTDA
SEEGENE BRAZIL  - SEEGENE DO BRASIL COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA.   ;SEEGENE BRAZIL
SEFAR IND E COM LTDA;SEFAR IND E COM LTDA
SEFAR IND E COM LTDA - SEFAR INDUSTRIA E COMERCIO LTDA.;SEFAR IND E COM LTDA
SEFAR INDUSTRIA E COMERCIO LTDA.;SEFAR IND E COM LTDA
SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA.;SEG AUTOMOTIVE COMPONENTS BRAZIL LTDA.
SEI BRASIL INDUSTRIA E COMERCIO DE SOLUCOES OPTICAS LTDA   ;SEI BRASIL SOLUCOES OPTICAS LTDA
SEIBT - SEIBT MAQ. PARA PLASTICOS LTDA;SEIBT MAQ. PARA PLASTICOS LTDA
SEKURIT - SAINT-GOBAIN DO BRASIL PRODUTOS IND. E PARA CONSTRUÇÃO LTDA;SAINT GOBAIN
SEKURIT - SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;SAINT GOBAIN
SELCO TECNOLOGIA E INDUSTRIA LTDA ;SELCO TECNOLOGIA E INDUSTRIA LTDA 
SELCO TECNOLOGIA E INDUSTRIA LTDA  - SELCO TECNOLOGIA E INDUSTRIA LTDA;SELCO TECNOLOGIA E INDUSTRIA LTDA 
SELECTCHEMIE  - SELECTCHEMIE I E E REP LTD;SELECTCHEMIE I E E REP LTD
SELENA SULAMERICANA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;SELENA PRODUTOS QUIMICOS
SEMENTES SELECTA S/A ;SEMENTES SELECTA S/A 
SEMEX  - SEMEX DO BRASIL C I E E LTDA;SEMEX DO BRASIL C I E E LTDA
SENAI DEPARTAMENTO REGIONAL DO ESTADO DO PARANA - SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI;SENAI DEPARTAMENTO REGIONAL DO ESTADO DO PARANA
SENATOR - SENATOR INTERNACIONAL LOGISTICA BR;SENATOR-INTERNACIONAL LOGISTICA DO BRASIL LTDA
SENATOR - SENATOR-INTERNACIONAL LOGISTICA DO BRASIL LTDA;SENATOR-INTERNACIONAL LOGISTICA DO BRASIL LTDA
SENDAS DISTRIBUIDORA S/A;SENDAS DISTRIBUIDORA S/A
SENIOR - SENIOR FLEXONICS BRASIL LTDA;SENIOR FLEXONICS BRASIL LTDA
SENIOR - SENIOR FLEXONICS BRASIL LTDA.;SENIOR FLEXONICS BRASIL LTDA
SENSIENT TECHNOLOGIES BRASIL - SENSIENT TECHNOLOGIES INGREDIENTES DO BRASIL LTDA;SENSIENT TECHNOLOGIES INGREDIENTES DO BRASIL LTDA
SENSORMATIC DO BRASIL ELETRONICA LTDA;SENSORMATIC DO BRASIL
SENSUS METERING SYSTEMS - SENSUS METERING SYSTEMS DO BRASIL LTDA;SENSUS METERING SYSTEMS DO BRASIL LTDA
SEPPIC - SEPPIC BRASIL - ESPECIALIDADES QUIMICAS, COMERCIO E IMPORTACAO LTDA;SEPPIC - SEPPIC BRASIL - ESPECIALIDADES QUIMICAS, COMERCIO E IMPORTACAO LTDA
SERAC DO BRASIL INDUSTRIA E COMERCIO LTDA;SERAC DO BRASIL INDUSTRIA E COMERCIO LTDA
SERAL - SERAL OTIS INDUSTRIA METALURGICA LTDA;SERAL OTIS  / ELEVADORES OTIS
SERGIPE INDUSTRIAL TEXTIL LTDA  ;SERGIPE VELAS - INDÚSTRIA ORIENTAL LTDA
SERGIPE VELAS - INDÚSTRIA ORIENTAL LTDA;SERGIPE VELAS - INDÚSTRIA ORIENTAL LTDA
SERPA - SERPA LOGISTICA LTDA;SERPA - SERPA LOGISTICA LTDA
SERRA MAR - SERRA MAR GRANITOS LTDA;SERRA MAR GRANITOS LTDA
SERTRADING - SERTRADING (BR) LTDA.;SERTRADING (BR) LTDA.
SERTRADING LTDA;SERTRADING LTDA
SERTRADING LTDA - SERTRADING (BR) LTDA.;SERTRADING LTDA
SERVICES  - SERVICES EQUIPAMENTOS E SERVICOS LTDA   ;SERVICES EQUIPAMENTOS E SERVICOS
SETA - ACQUAQUIMICA LTDA;SETA - ACQUAQUIMICA LTDA
SETA TANINO - SETA SA EXTRATIVA TANINO DE ACACIA;SETA SA EXTRATIVA TANINO DE ACACIA
SETBUS - SETBUS SOLUCOES AUTOMOTIVAS LTDA.;SETBUS SOLUCOES AUTOMOTIVAS LTDA.
SETEX    - SETEX INDUSTRIA, COMERCIO E SERVICOS EM MATERIAIS PLASTICOS LTDA  ;ETEX INDUSTRIA, COMERCIO E SERVICOS EM MATERIAIS PLASTICOS LTDA 
SETORIAL - SETORIAL IRRIGACAO COMERCIAL LTDA;SETORIAL - SETORIAL IRRIGACAO COMERCIAL LTDA
SETORIAL IRRIGAÇÃO - SETORIAL IRRIGACAO COMERCIAL LTDA;SETORIAL IRRIGACAO COMERCIAL LTDA
SEVILHA  - SEVILHA PECAS PARA TRATORES LTDA;SEVILHA PECAS PARA TRATORES LTDA
SEW - SEW EURODRIVE BRASIL LTDA;SEW - SEW EURODRIVE BRASIL LTDA
SEW - SEW-EURODRIVE BRASIL LTDA;SEW - SEW EURODRIVE BRASIL LTDA
SEW EURODRIVE - SEW-EURODRIVE BRASIL LTDA;SEW - SEW EURODRIVE BRASIL LTDA
SEW JOI - SEW EURODRIVE BRASIL LTDA;SEW - SEW EURODRIVE BRASIL LTDA
SEW JOI - SEW-EURODRIVE BRASIL LTDA;SEW - SEW EURODRIVE BRASIL LTDA
SGS POLIMEROS LTDA ;SGS POLIMEROS LTDA 
SHELL - SHELL BRASIL PETROLEO LTDA;SHELL BRASIL PETROLEO LTDA
SHEMAG - SHEMAG COMERCIAL E INDUATRIAL LTDA;SHEMAG - SHEMAG COMERCIAL E INDUATRIAL LTDA
SHEMAG - SHEMAG COMERCIAL E INDUSTRIAL LTDA;SHEMAG - SHEMAG COMERCIAL E INDUATRIAL LTDA
SHERMAN FILMES OPTICOS DO BRASIL S.A;SHERMAN FILMES OPTICOS DO BRASIL S.A
SHERMAN FILMES OPTICOS DO BRASIL S.A - SHERMAN FILMES OPTICOS DO BRASIL S.A.;SHERMAN FILMES OPTICOS DO BRASIL S.A
SHINAGAWA REFRATARIOS DO BRASIL LTDA;SHINAGAWA REFRATARIOS DO BRASIL LTDA
