RAZAO SOCIAL;Nome para Indicador
SHINAGAWA REFRATARIOS DO BRASIL LTDA - SR DO BRASIL LTDA.;SHINAGAWA REFRATARIOS DO BRASIL LTDA
SHOES EXPORTADORA E IMPORTADORA LTDA;SHOES EXPORTADORA E IMPORTADORA LTDA
SHOPPERTRAK TECNOLOGIA BRASIL LTDA;SHOPPERTRAK TECNOLOGIA
SIDEROS - SIDEROS CONSULTORIA E REPRESENTACOES LTDA;SIDEROS CONSULTORIA E REPRESENTACOES LTDA
SIDERQUIMICA INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS S.A   ;SIDERQUIMICA INDUSTRIA
SIEBERT E CIA LTDA.   ;SIEBERT E CIA LTDA
SIEGWERK - SIEGWERK BRASIL INDUSTRIA DE TINTAS LTDA;SIEGWERK - SIEGWERK BRASIL INDUSTRIA DE TINTAS LTDA
SIEMENS - SIEMENS LTDA;SIEMENS / GAMESA
SIEMENS ENERGY BRASIL LTDA;SIEMENS ENERGY BRASIL LTDA
SIEMENS GAMESA ENERGIA RENOVAVEL LTDA;SIEMENS / GAMESA
SIEMENS GAMESA ENERGIA RENOVAVEL LTDA - SIEMENS GAMESA ENERGIA RENOVAVEL LTDA.;SIEMENS / GAMESA
SIEMENS MOBILITY SOLUCOES DE MOBILIDADE LTDA.   ;SIEMENS / GAMESA
SIER MOVEIS LTDA;SIER MOVEIS LTDA
SIG COMBIBLOC - SIG COMBIBLOC DO BRASIL LTDA;SIG COMBIBLOC DO BRASIL LTDA
SIG COMBIBLOC DO BRASIL LTDA;SIG COMBIBLOC DO BRASIL LTDA
SIGMA  - SIGMA ALDRICH BRASIL LTDA;SIGMA ALDRICH BRASIL LTDA
SIGMA - SIGMA ALDRICH BRASIL LTDA;SIGMA ALDRICH BRASIL LTDA
SIGMA TRANSPORTES E LOGISTICA LTDA.;SIGMA ALDRICH BRASIL LTDA
SIGNIFY ILUMINAÇÃO BRASIL LTDA;SIGNIFY ILUMINAÇÃO BRASIL LTDA
SIGVARIS - Sigvaris do Brasil Industria e Comércio Ltda;SIGVARIS
SIKA - SIKA AUTOMOTIVE LTDA;SIKA S/A
SIKA - SIKA S A;SIKA S/A
SIKA - SIKA S/A;SIKA S/A
SIKA S A;SIKA S/A
SIKA SA - SIKA S A;SIKA S/A
SIKLOWATT - SIKLO INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA   ;SIKLOWATT 
SILADIPE - SILADIPE INDUSTRIA DE MAQUINAS LTDA;SILADIPE INDUSTRIA DE MAQUINAS LTDA
SILENE DOMINGUES SCHLOSSMACHER METTE - EPP;SILENE DOMINGUES SCHLOSSMACHER METTE - EPP
SILHOUETTE DO BRASIL PRODUTOS OPTICOS LTDA.;SILHOUETTE DO BRASIL PRODUTOS OPTICOS LTDA.
SILIBONDE - SILIBONDE INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA;SILIBONDE - SILIBONDE INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA
SILIKONBRASIL LTDA;SILIKONBRASIL LTDA
SILMAQUINAS E EQUIPAMENTOS LTDA ;SILMAQUINAS E EQUIPAMENTOS LTDA 
SIM IMPORTADORA DE FERRAGENS LTDA;SIM IMPORTADORA DE FERRAGENS LTDA
SIMEX - SIMEX - SIMIONI IMPORTADORA E EXPORTADORA LTDA.;SIMEX - SIMIONI IMPORTADORA E EXPORTADORA LTDA.
SIMOLDES AÇOS BRASIL LTDA;SIMOLDES AÇOS BRASIL LTDA
SIMONE APARECIDA DOS SANTOS;SIMONE APARECIDA DOS SANTOS
SINALMIG - SINALMIG - SINAIS/SISTEMAS E PROGRAMACAO VISUAL LTDA;SINALMIG - SINAIS/SISTEMAS E PROGRAMACAO VISUAL LTDA
SINALSUL - SINALSUL INDUSTRIA DE AUTO PECAS LTDA;SINALSUL INDUSTRIA DE AUTO PECAS LTDA
SINGER DO BRASIL - SINGER DO BRASIL IND. COM. LTDA;SINGER DO BRASIL - SINGER DO BRASIL IND. COM. LTDA
SINGULAR - SINGULAR EQUIPAMENTOS LTDA;SINGULAR EQUIPAMENTOS LTDA
SINIAT - GYPSUM S.A MINERACAO, INDUSTRIA E COMERCIO;SINIAT - GYPSUM S.A MINERACAO
SINOMA WIND POWER BLADE (BRAZIL) LTDA;SINOMA WIND POWER BLADE (BRAZIL) LTDA
SINTO - SINTO BRASIL PRODUTOS LIMITADA.;SINTO BRASIL PRODUTOS LIMITADA.
SIOL ALIMENTOS LTDA ;SIOL ALIMENTOS LTDA 
SIPCAM NICHINO BRASIL S.A.;SIPCAM NICHINO BRASIL S.A.
SISA - SERGIPE INDUSTRIAL TEXTIL LTDA;SISA - SERGIPE INDUSTRIAL TEXTIL LTDA
SISTEMA DE IMPLANTES NACIONAIS E DE PROTESES-INP - SISTEMA DE IMPLANTES NACIONAIS E DE PROTESES COMERCIO LTDA;SISTEMA DE IMPLANTES NACIONAIS E DE PROTESES COMERCIO LTDA
SISTEMAS DE CHASSIS DE IRACEMÁPOLIS LTDA;SISTEMAS DE CHASSIS DE IRACEMÁPOLIS LTDA
SISTEMAS DE CHASSIS DE IRACEMÁPOLIS LTDA - SISTEMAS DE CHASSIS IRACEMAPOLIS LTDA.;SISTEMAS DE CHASSIS DE IRACEMÁPOLIS LTDA
SISTEMAS DE LIMPADORES - VALEO SISTEMAS AUTOMOTIVOS LTDA;VALEO SISTEMAS AUTOMOTIVOS
SKF - SKF DO BRASIL LTDA;SKF DO BRASIL LTDA
SKINTEC  - SKINTEC COM IMP E EXP LTDA;SKINTEC COM IMP E EXP LTDA
SKYJACK BRASIL - SKYJACK BRASIL IMPO E COME DE EQUIPA DE ELEVACAO LTDA.;SKYJACK BRASIL IMPO E COME DE EQUIPA DE ELEVACAO LTDA.
SL DO BRASIL COMÉRCIO DE PEÇAS LTDA;SL DO BRASIL COMÉRCIO DE PEÇAS LTDA
SLEEVER INTERNATIONAL LTDA  ;SLEEVER INTERNATIONAL LTDA  
SLOT LOGISTICA LTDA.;SLOT LOGISTICA LTDA.
SM EMPREENDIMENTOS FARMACEUTICOS LTDA;SM EMPREENDIMENTOS FARMACEUTICOS LTDA
SM PARTICIPAÇÕES E INCORPORAÇÕES EIRELI;SM PARTICIPAÇÕES E INCORPORAÇÕES EIRELI
SMALTOCHIMICA - SMALTOCHIMICA DO BRASIL LTDA;SMALTOCHIMICA DO BRASIL LTDA
SMART CHOICE IND. COM. LTDA;SMART CHOICE IND. COM. LTDA
SMP AUTOMOTIVE - SMP AUTOMOTIVE PRODUTOS AUTOMOTIVOS DO BRASIL LTDA;SMP AUTOMOTIVE
SMP AUTOMOTIVE - SMP AUTOMOTIVE PRODUTOS AUTOMOTIVOS DO BRASIL LTDA.;SMP AUTOMOTIVE
SMP AUTOMOTIVE PRODUTOS AUTOMOTIVOS DO BRASIL LTDA.;SMP AUTOMOTIVE
SMURFIT KAPPA - INPA INDUSTRIA DE EMBALAGENS SANTANA S.A;SMURFIT KAPPA - INPA IND. DE EMBALAGENS SANTANA S.A
SMURFIT KAPPA DO BRASIL INDUSTRIA DE EMBALAGENS BENTO GONCALVES LTDA;SMURFIT KAPPA - INPA IND. DE EMBALAGENS SANTANA S.A
SMX INTERNACIONAL LTDA ;SMX INTERNACIONAL LTDA 
SOBRAL INVICTA - SOBRAL INVICTA SOCIEDADE ANONIMA;SOBRAL INVICTA S.A.
SOBRAL INVICTA S.A.;SOBRAL INVICTA S.A.
SOCEM DO BRASIL LTDA;SOCEM DO BRASIL LTDA
SOCIEDADE BIBLICA DO BRASIL - SOCIEDADE BIBLICA;SOCIEDADE BIBLICA DO BRASIL - SOCIEDADE BIBLICA
SOCIEDADE CATARINENSE COMERCIO IMP. E EXP.;SOCIEDADE CATARINENSE COMERCIO IMP. E EXP.
SOCIEDADE GOIANA DE CULTURA;SOCIEDADE GOIANA DE CULTURA
SODEBO DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.;SODEBO DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.
SOFAPE FABRICANTE DE FILTROS LTDA.;SOFAPE FABRICANTE DE FILTROS LTDA.
SOFTCAP - COLBRAS IND. E COM. LTDA;SOFTCAP - COLBRAS IND. E COM. LTDA
SOFTCAP - COLBRAS INDUSTRIA E COMERCIO LTDA;SOFTCAP - COLBRAS IND. E COM. LTDA
SOFTCAPS - COLBRAS INDUSTRIA E COMERCIO LTDA;SOFTCAP - COLBRAS IND. E COM. LTDA
SOGEFI FILTRATION - SOGEFI FILTRATION DO BRASIL LTDA;SOGEFI FILTRATION DO BRASIL LTDA
SOGEFI SUSPENSION BRASIL LTDA - SOGEFI SUSPENSION BRASIL LTDA.;SOGEFI FILTRATION DO BRASIL LTDA
SOLCERA DO BRASIL MATERIAIS AVANCADOS LTDA.;SOLCERA DO BRASIL MATERIAIS AVANCADOS LTDA.
SOLERA ESPORTES  - SOLERA IMPORTACAO ESPORTES EIRELI;SOLERA IMPORTACAO ESPORTES EIRELI
SOLSER CONSULTORIA E REPRESENTAÇÃO LTDA;SOLSER CONSULTORIA E REPRESENTAÇÃO LTDA
SOLVAY - SOLVAY INDUPA DO BRASIL S/A;SOLVAY INDUPA DO BRASIL S/A
SONAVE LOGISTIC - BRAZ LOGISTICA INTERNATIONAL LTDA ;BRAZ LOGISTICA INTERNATIONAL LTDA 
SONNEN ENERGIA LTDA;SONNEN ENERGIA LTDA
SONO BRASIL - SONO BRASIL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACA;SONO BRASIL
SONO BRASIL - SONO BRASIL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA;SONO BRASIL
SORMA INTERAMERICANA  - SORMA INTERAMERICANA IMPORTACAO E EXPORTACAO LTDA;SORMA INTERAMERICANA IMPORTACAO E EXPORTACAO LTDA
SORMA INTERAMERICANA IMPORTACAO E EXPORTACAO LTDA;SORMA INTERAMERICANA IMPORTACAO E EXPORTACAO LTDA
SOUEAST AUTOMOVEIS CORPORATION DO BRASIL - SOUEAST AUTOMOVEIS CORPORATION DO BRASIL LTDA;SOUEAST AUTOMOVEIS
SOUTH SERVICE - SOUTH SERVICE TRADING S.A;SOUTH SERVICE TRADING SA
SOUTH SERVICE - SOUTH SERVICE TRADING SA;SOUTH SERVICE TRADING SA
SOUZA CRUZ S/A;SOUZA CRUZ S/A
SOWITEC - SOWITEC DO BRASIL - ENERGIAS ALTERNATIVAS LTDA;SOWITEC DO BRASIL - ENERGIAS ALTERNATIVAS LTDA
SOWITEC BRASIL PROJETOS DE ENERGIAS LTDA;SOWITEC DO BRASIL - ENERGIAS ALTERNATIVAS LTDA
SP BRASIL VENTILACAO LTDA.;SP BRASIL VENTILACAO LTDA.
SPACE CARGO LOGISTICS COMISSARIA LTDA;SPACE CARGO LOGISTICS COMISSARIA LTDA
SPG PRINTS BRASIL LTDA - SPGPRINTS BRASIL LTDA;SPGPRINTS BRASIL LTDA
SPHEROS - SPHEROS CLIMATIZACAO DO BRASIL S.A.;SPHEROS CLIMATIZACAO DO BRASIL S.A.
SPICE INDUSTRIA QUIMICA LTDA - SPICE INDUSTRIA QUIMICA LTDA.;SPICE INDUSTRIA QUIMICA LTDA - SPICE INDUSTRIA QUIMICA LTDA.
SPIROL SOLUCOES EM FIXACAO LTDA.;SPIROL SOLUCOES EM FIXACAO LTDA.
SPORT SQUAD COMERCIO DE MATERIAIS ESPORTIVOS LTDA;SPORT SQUAD COMERCIO DE MATERIAIS ESPORTIVOS LTDA
SPR BATERIAS COMERCIO E IMPORTACAO EIRELI - EPP ;SPR BATERIAS COMERCIO E IMPORTACAO EIRELI - EPP 
SPRING - ASSOCIATED SPRING DO BRASIL LTDA;SPRING - ASSOCIATED SPRING DO BRASIL LTDA
SPRINGER CARRIER - SPRINGER CARRIER LTDA;SPRINGER CARRIER LTDA
SQM VITAS BRASIL AGR, IMP E EXP LTDA;SQM VITAS BRASIL AGR, IMP E EXP LTDA
SR DO BRASIL LTDA.;SR DO BRASIL LTDA.
SS - SILVEIRA & SILVEIRA COMERCIAL LTDA.;SS - SILVEIRA & SILVEIRA COMERCIAL LTDA.
SSB DISTRIBUICAO - SSB DISTRIBUICAO DE ACOS LTDA;SSB DISTRIBUICAO - SSB DISTRIBUICAO DE ACOS LTDA
STABILUS - STABILUS LTDA;STABILUS - STABILUS LTDA
STABILUS LTDA;STABILUS LTDA
STADLER DO BRASIL IMPORTACAO E COMERCIO LTDA.;STADLER DO BRASIL IMPORTACAO E COMERCIO LTDA
STAHL BRASIL S A - STAHL BRASIL SA;STAHL BRASIL SA
STAHL BRASIL S/A;STAHL BRASIL S/A
STAMPA ARTEFATOS DE COURO LTDA;STAMPA ARTEFATOS DE COURO LTDA
STANDARD TYRES - STANDARD T I E C DE B E POL LTDA;STANDARD T I E C DE B E POL LTDA
STANGER COMISSARIA DE DESPACHOS ADUANEIROS LTDA  ;STANGER COMISSARIA DE DESPACHOS ADUANEIROS LTDA  
STANLEY ELECTRIC DO BRASIL LTDA.;STANLEY ELECTRIC DO BRASIL LTDA.
STAR CLUSTER DO BRASIL LOGISTICA LTDA;STAR CLUSTER DO BRASIL LOGISTICA LTDA
STARA - STARA S.A. - INDUSTRIA DE IMPLEMENTOS AGRICOLAS;STARA S/A - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS
STARA - STARA S/A - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;STARA S/A - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS
STARHOUSE - STARHOUSE LOGISTICA & TRANSP MULTIMODAL LTDA;STARHOUSE
START QUIMICA - LIMA & PERGHER INDUSTRIA E COMERCIO S/A;START QUIMICA
STAUBLI - STAUBLI COM. IMP. EXP.E REPR. LTDA;STAUBLI - STAUBLI COM. IMP. EXP.E REPR. LTDA
STAUFF BRASIL LTDA;STAUFF BRASIL LTDA
STEINERT LATINOAMERICANA TECNOLOGIA DE SEPARACAO LTDA;STEINERT LATINOAMERICANA TECNOLOGIA DE SEPARACAO LTDA
STEMAC - STEMAC S.A. GRUPOS GERADORES;STEMAC - STEMAC S.A. GRUPOS GERADORES
STEMAC SA GRUPOS GERADORES EM RECUPERAÇÃO JUDICIAL;STEMAC SA GRUPOS GERADORES EM RECUPERAÇÃO JUDICIAL
STERILEX - STERILEX CIENTIFICA LTDA;STERILEX CIENTIFICA LTDA
STIHL - STIHL FERRAMENTAS MOTORIZADAS LTDA;STIHL FERRAMENTAS MOTORIZADAS LTDA
STIHL - STIHL FERRAMENTAS MOTORIZADAS LTDA.;STIHL FERRAMENTAS MOTORIZADAS LTDA
STIHL FERRAMENTAS MOTORIZADAS LTDA.;STIHL FERRAMENTAS MOTORIZADAS LTDA
STOLLE - STOLLE MACHINERY DO BRASIL INDUSTRIA E COMERCIO DE EQUI;STOLLE - STOLLE MACHINERY DO BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA
STOLLE - STOLLE MACHINERY DO BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA;STOLLE - STOLLE MACHINERY DO BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS LTDA
STONE QUARTZ LTDA   ;STONE QUARTZ LTDA   
STONEMIX MARMORES E GRANITOS LTDA - ME;STONEMIX MARMORES E GRANITOS LTDA - ME
STONEVAL DO BRASIL MARMORES E GRANITOS LTDA;STONEVAL DO BRASIL MARMORES E GRANITOS LTDA
STRATEGOS - STRATEGOS IMPORTACAO E EXPORTACAO - EIRELI;STRATEGOS IMPORTACAO E EXPORTACAO - EIRELI
STW LOGISTICA EM COMERCIO EXTERIOR;STW LOGISTICA EM COMERCIO EXTERIOR
STYROPEK EPS DO BRASIL LTDA;STYROPEK EPS DO BRASIL LTDA
SUCOCITRICO CUTRALE LTDA;SUCOCITRICO CUTRALE LTDA
SUDAMFOS DO BRASIL - SUDAMFOS C DE P QUIMICOS DO BR LTDA.;SUDAMFOS DO BRASIL - SUDAMFOS C DE P QUIMICOS DO BR LTDA.
SUDARSHAN BRASIL MFG LTDA.;SUDARSHAN BRASIL MFG LTDA.
SUDATI - INDUSTRIA DE COMPENSADOS SUDATI LTDA;SUDATI - INDUSTRIA DE COMPENSADOS SUDATI LTDA
SUDATI - SUDATI PAINEIS S.A;SUDATI - SUDATI PAINEIS S.A
SUELEN SOUSA;SUELEN SOUSA
SUGESTÕES - SUGESTOES COMERCIO DE PAPEIS DE PAREDE EIRELI;SUGESTÕES COMERCIO DE PAPEIS DE PAREDE LTDA
SUGESTÕES - SUGESTÕES COMERCIO DE PAPEIS DE PAREDE LTDA;SUGESTÕES COMERCIO DE PAPEIS DE PAREDE LTDA
SUL CORTE - SUL CORTE IMPORTADORA DE FERRAMENTAS LTDA;SUL CORTE - SUL CORTE IMPORTADORA DE FERRAMENTAS LTDA
SUL OXIDOS - IND. E COM. LTDA;SUL OXIDOS - IND. E COM. LTDA
SULMÓDULOS - SULMÓDULOS DISTRIBUIDORA DE SISTEMAS CONSTRUTIVOS LTDA;SULMÓDULOS - SULMÓDULOS DISTRIBUIDORA DE SISTEMAS CONSTRUTIVOS LTDA
SULREP - SULREP-REPRESENTAÇÃO DE PRODUTOS ALIMENTÍCIOS LTDA.-EPP;SULREP-REPRESENTAÇÃO DE PRODUTOS ALIMENTÍCIOS LTDA.-EPP
SULZER - SULZER BRASIL S A;SULZER BRASIL S/A
SULZER - SULZER BRASIL S/A;SULZER BRASIL S/A
SULZER BRASIL INDUSTRIA COMERCIO E SERVICOS LTDA - SULZER BRASIL INDUSTRIA, COMERCIO E SERVICOS LTDA.;SULZER BRASIL S/A
SULZER PUMPS WASTEWATER BRASIL LTDA;SULZER BRASIL S/A
SULZER SERVICES BRASIL - SULZER BRASIL INDUSTRIA COMERCIO E SERVICOS LTDA;SULZER BRASIL S/A
SULZER SERVICES BRASIL - SULZER BRASIL INDUSTRIA, COMERCIO E SERVICOS LTDA.;SULZER BRASIL S/A
SUMITOMO - SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA;SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA
SUMITOMO - SUMITOMO INDUSTRIAS PESADAS DO BRASIL LTDA;SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA
SUMITOMO - SUMITOMO INDUSTRIAS PESADAS DO BRASIL LTDA.;SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA
SUMITOMO (SHI) DEMANG DO BRASIL COMERCIO DE MAQUINAS PARA PLASTICOS LTDA;SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA
SUMITOMO RUBBER DO BRASIL LTDA.;SUMITOMO INDUSTRIA PESADAS DO BRASIL LTDA
SUMMIT COSMETICS - SUMMIT COSMETICS LATIN AMERICA ESPECIALIDADES COSMETICAS LTDA;SUMMIT COSMETICS LATIN AMERICA ESPECIALIDADES COSMETICAS LTDA
SUN CHEMICAL  - SUN CHEMICAL DO BRASIL LTDA.;SUN CHEMICAL DO BRASIL LTDA.
SUN CHEMICAL  - SUN CHEMICAL DO BRASIL LTDA. ;SUN CHEMICAL DO BRASIL LTDA.
SUN CHEMICAL DO BRASIL LTDA.;SUN CHEMICAL DO BRASIL LTDA.
SUN CHEMICAL DO BRASIL LTDA. ;SUN CHEMICAL DO BRASIL LTDA.
SUNTRANS LOGÍSTICA - SUNTRANS LOGÍSTICA BRASIL LTDA;SUNTRANS LOGÍSTICA BRASIL LTDA
SUPER LIGAS INDUSTRIA E COMÉRCIO DE METAIS LTDA;SUPER LIGAS INDUSTRIA
SUPER MERCADO ZONA SUL S A;SUPER MERCADO ZONA SUL S A
SUPER MUFFATO    - IRMAOS MUFFATO CIA LTDA   ;IRMAOS MUFFATO CIA LTDA 
SUPERMERCADO GAVIÃO - SUPERMERCADO GAVIAO LTDA;SUPERMERCADO GAVIÃO - SUPERMERCADO GAVIAO LTDA
SUPERMIX CONCRETO - SUPERMIX CONCRETO S/A;SUPERMIX CONCRETO S/A
SUPERPRO BETTANIN S.A;SUPERPRO BETTANIN S.A
SUPORTE REI LTDA - INDUSTRIA E COMERCIO DE AUTO PECAS REI LTDA;SUPORTE REI LTDA - INDUSTRIA E COMERCIO DE AUTO PECAS REI LTDA
SUPPORT GLASS IMPORTACAO, EXPORTACAO LTDA.;SUPPORT GLASS IMPORTACAO, EXPORTACAO LTDA.
SUPPORT GLASS IMPORTACAO, EXPORTACAO LTDA. - SUPPORT GLASS IMPORTACAO, EXPORTACAO EIRELI;SUPPORT GLASS IMPORTACAO, EXPORTACAO LTDA.
SURFACE - SURFACE PEDRAS DO BRASIL EIRELI;SURFACE PEDRAS DO BRASIL EIRELI
SURIMEX - SURIMEX STAIRLIFT COMERCIO EXTERIOR LTDA;SURIMEX STAIRLIFT COMERCIO EXTERIOR LTDA
SURTEC DO BRASIL LTDA;SURTEC DO BRASIL LTDA
SURYA DO BRASIL - VEDIC HINDUS IND COM E EXP EIRELI;VEDIC HINDUS IND COM E EXP EIRELI
SUSPENTECH COMPONENTES AUTOMOTIVOS   - SUSPENTECH INDUSTRIA DE COMPONENTES AUTOMOTIVOS LTDA;SUSPENTECH INDUSTRIA DE COMPONENTES AUTOMOTIVOS LTDA
SUZANO PAPEL  - SUZANO PAPEL E CELULOSE S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL  - SUZANO PAPEL E CELULOSE S.A. ;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL - SUZANO PAPEL E CELULOSE S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE ;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE  - SUZANO S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE S.A;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE S.A - SUZANO PAPEL E CELULOSE S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE S.A. - SUZANO S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO PAPEL E CELULOSE S/A - SUZANO PAPEL E CELULOSE S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZANO S.A;SUZANO PAPEL E CELULOSE S.A.
SUZANO S.A.;SUZANO PAPEL E CELULOSE S.A.
SUZUKI - J TOLEDO COMPONENTES PEÇAS E ACESSORIOS DA AMAZONIA LTDA;JTCA SUZUKI
SUZUKI MANAUS - J TOLEDO DA AMAZONIA INDUSTRIA E COMERCIO DE VEICULOS LTDA;JTCA SUZUKI
SUZUKI MANAUS - JTOLEDO DA AMAZONIA INDUSTRIA E COMERCIO LTDA;JTCA SUZUKI
SWEDISH MATCH DO BRASIL SA;SWEDISH MATCH DO BRASIL SA
SWEETMIX IND. COM. DE IMP. E EXP. LTDA;SWEETMIX IND. COM. DE IMP. E EXP. LTDA
SWEETMIX IND. COM. DE IMP. E EXP. LTDA - SWEETMIX INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTD;SWEETMIX IND. COM. DE IMP. E EXP. LTDA - SWEETMIX INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTD
SWISS AIRLINES - SWISS INTL AIR LINES LTD;SWISS INTL AIR LINES LTD
SYMATESE LATAM EQUIPAMENTOS MEDICOS LTDA;SYMATESE LATAM EQUIPAMENTOS MEDICOS LTDA
SYMRISE - SYMRISE AROMAS E FRAGANCIAS LTDA.;SYMRISE AROMAS E FRAGANCIAS LTDA.
SYMRISE - SYMRISE AROMAS E FRAGRANCIAS LTDA.;SYMRISE AROMAS E FRAGANCIAS LTDA
SYMRISE AROMAS E FRAGANCIAS LTDA;SYMRISE AROMAS E FRAGANCIAS LTDA
SYNDEX COMERCIO EXTERIOR E TRANSPORTES LTDA;SYNDEX COMERCIO EXTERIOR E TRANSPORTES
SYNTHESIS INDUSTRIA E COMERCIO DE MOBILIARIO LTDA   ;SYNTHESIS INDUSTRIA E COMERCIO DE MOBILIARIO
SYNTPAPER IND. COM. E IMP. DE PAPÉIS ESPECIAIS;SYNTPAPER IND. DE PAPÉIS ESPECIAIS
SYSTEC - SYSTEC METALURGICA LTDA;SYSTEC - SYSTEC METALURGICA LTDA
T & T  - T & T LOGISTICA S.A.;T & T LOGISTICA S.A.
T S A - TSA TRANSPORTES SCREMIM E ARMAZENAGENS LTDA;TSA TRANSPORTES
T&T DISTRIBUIDORA DE ALIMENTOS LTDA;T&T DISTRIBUIDORA DE ALIMENTOS LTDA
T.B.LOCH & CIA LTDA;T.B.LOCH & CIA LTDA
T.I.V. - TIV PLASTICOS LIMITADA;TIV PLASTICOS LIMITADA
T.M.D. - TMD FRICTION DO BRASIL S.A;TMD FRICTION DO BRASIL S/A
T.M.D. - TMD FRICTION DO BRASIL S.A.;TMD FRICTION DO BRASIL S/A
T.N.T. - TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS ;TNT MERCURIO CARGAS E ENCOMENDAS EXPRESSAS 
T.R.W. AUTOMOTIVE - TRW AUTOMOTIVE LTDA;ZF AUTOMOTIVE BRASIL LTDA
T.S.A. - TSA TRANSPORTES SCREMIM E ARMAZENAGENS LTDA;TSA TRANSPORTES
TABACUM INTERAMERICAN COMERCIO E EXPORTACAO DE FUMOS LTDA.;TABACUM INTERAMERICAN
TACO AR - TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVO;TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVOS LTDA
TACO-AR  - TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVO;TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVOS LTDA
TACO-AR  - TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVOS LTDA;TACO-AR COMERCIO E INDUSTRIA DE EQUIPAMENTOS AUTOMOTIVOS LTDA
TAKEDA PHARMA LTDA - TAKEDA PHARMA LTDA.;TAKEDA PHARMA LTDA
TAM LINHAS AEREAS S/A - TAM LINHAS AEREAS S/A.;TAM LINHAS AEREAS S/A.
TAMBORE MARMORES E GRANITOS LTDA;TAMBORE MARMORES E GRANITOS LTDA
TAMPA CARGO - TAMPA CARGO S/A;TAMPA CARGO - TAMPA CARGO S/A
TANAC SA;TANAC SA
TANDEM - TANDEM SERVIÇOS DE LOG. INTERNACIONAL LTDA;TANDEM - TANDEM SERVIÇOS DE LOG. INTERNACIONAL LTDA
TAP - TRANSPORTES AEREOS PORTUGUESES SA;TAP - TRANSPORTES AEREOS
TAP PORTUGAL;TAP PORTUGAL
TAPETES SÃO CARLOS - TAPETES SAO CARLOS LTDA;TAPETES SAO CARLOS LTDA
TAPETES SÃO CARLOS - TAPETES SÃO CARLOS LTDA;TAPETES SÃO CARLOS LTDA
TASK DE REPRESENTAÇÃO IMPORTAÇÃO E EXPORTAÇÃO LTDA;TASK DE REPRESENTAÇÃO IMPORTAÇÃO E EXPORTAÇÃO LTDA
TASK DE REPRESENTAÇÃO IMPORTAÇÃO E EXPORTAÇÃO LTDA - TASK DE REPRESENTACAO IMPORTACAO E EXPORTACAO LIMITADA;TASK DE REPRESENTAÇÃO IMPORTAÇÃO E EXPORTAÇÃO LTDA
TATE & LYLE BRASIL S.A.;TATE & LYLE BRASIL S.A.
TATE & LYLE GEMACOM TECH INDUSTRIA E COMERCIO S.A.;TATE & LYLE GEMACOM TECH INDUSTRIA E COMERCIO S.A.
TATE & LYLE SOLUTIONS BRASIL LTDA;TATE & LYLE SOLUTIONS BRASIL LTDA
